,name,price,description,trassmition,model,milage,fuel,Brand,Segment
7827,Bmw Serie 5,32133,D Xd 360°hud Acc Komfort Alarm Led Displaykey,Automatic,2019,129793,Diesel,Bmw,Luxury
7828,Bmw Serie 5,50677,E M-sport Pano Hud Ahk Innov-paket Laser Cam,Automatic,2024,25168,Hybrid,Bmw,Luxury
7829,Bmw Serie 5,32623,530d Xdrive*luxury Line*ahk*headup*led*tuv Neu,Automatic,2018,118653,Diesel,Bmw,Luxury
7830,Bmw Serie 5,44447,D At Xdr M Sportpaket Ahk Acc Livecockpit Las,Automatic,2020,75600,Diesel,Bmw,Luxury
7831,Bmw Serie 5,58644,E Xdrive Touring Msport Ahk Panosd Laser Hud,Automatic,2023,21902,Hybrid,Bmw,Luxury
7832,Bmw Serie 5,64397,E Xdr. Touring *uvp 107.885€*b&w*individual*360,Automatic,2023,4300,Hybrid,Bmw,Luxury
7833,Bmw Serie 5,33633,E*aut*kamera*leder Beige*live Cockpit Prof*,Automatic,2021,118681,Hybrid,Bmw,Luxury
7834,Bmw Serie 5,57500,D M Sport Aero Distr Kamera Spur Pdc Shz,Automatic,2023,34282,Diesel,Bmw,Luxury
7835,Bmw Serie 5,29073,"D 1.hd! Kam Naviprof 4xshz 18"" Keygo Ambiente",Automatic,2018,150000,Diesel,Bmw,Luxury
7836,Bmw Serie 5,52429,D Xdrive Laser+kamera360°+leder+sthz+luft+ahk,Automatic,2023,49987,Diesel,Bmw,Luxury
7837,Bmw Serie 5,31653,D Headup Naviprof Adaptiv.led Glasdach Kamera,Automatic,2019,134151,Diesel,Bmw,Luxury
7838,Bmw Serie 5,62224,E Xdrive Touring Luxuryline Acc Panosd Laser Sthzg,Automatic,2023,312,Hybrid,Bmw,Luxury
7839,Bmw Serie 5,38143,E Xdrive Head/acc/keyless/kamera/ahk/18/laser,Automatic,2021,113000,Hybrid,Bmw,Luxury
7840,Bmw Serie 5,41271,D Xdrive Touring M Sportpaket Hifi Dab Led,Automatic,2021,79382,Diesel,Bmw,Luxury
7841,Bmw Serie 5,26809,I Lim. Luckenlos ! Autom. Led Navi Sitzhz.,Automatic,2018,121000,Petrol,Bmw,Luxury
7842,Bmw Serie 5,35218,D Xdrive Live Cockpit Plus Led Klimaauto Dab Pdc,Automatic,2020,41300,Diesel,Bmw,Luxury
7843,Bmw Serie 5,67047,D M Sport Touring Ahk Aktive Sitzbeluftung Autobah,Automatic,2024,10216,Diesel,Bmw,Luxury
7844,Bmw Serie 5,31679,I Touring Sport Line 18'' Zoll Sportsitze Rfk,Automatic,2020,69663,Petrol,Bmw,Luxury
7845,Bmw Serie 5,55446,"I A Lim M-sport,ahk,da+,autom",Automatic,2024,25601,Petrol,Bmw,Luxury
7846,Bmw Serie 5,22399,5 520d Aut Edition Sport Navi Ahknavi Xenled,Automatic,2016,103502,Diesel,Bmw,Luxury
7847,Bmw Serie 5,36226,D*lcprof.*hud*standheiz.*dr.ass.+*komf.sitze,Automatic,2020,49836,Diesel,Bmw,Luxury
7848,Bmw Serie 5,52895,520i Limousine M Sportpaket Hk Hifi Dab Led Ahk,Automatic,2023,19161,Petrol,Bmw,Luxury
7849,Bmw Serie 5,72872,I M Sport Pro| Facelift | Pano | Hud |,Automatic,2024,10,Petrol,Bmw,Luxury
7850,Bmw M3,115540,Touring Xdrive Competition,Automatic,2023,4520,Petrol,Bmw,Luxury
7851,Bmw M3,89727,Competition Widescreen Laser Schalensitzecarb,Automatic,2024,7700,Petrol,Bmw,Luxury
7852,Bmw Serie 3,20015,I Xdrive - M Sportpaket Led/leder/sd/tuv Neu,Automatic,2016,122000,Petrol,Bmw,Luxury
7853,Bmw M3,101691,Touring Xdrive Competition *carbon Exterieur*,Automatic,2023,18900,Petrol,Bmw,Luxury
7854,Bmw Serie 3,38872,I Touring Sportpaket Bluetooth Hud Navi Led Pdc,Automatic,2023,32700,Petrol,Bmw,Luxury
7855,Bmw Serie 3,32261,"D A Lim Advantage Lcplus,laser,hud,da,sports",Automatic,2020,69756,Diesel,Bmw,Luxury
7856,Bmw Serie 3,22091,D Touring M-sport~navi~pdc~shz~alcantara~,Automatic,2015,106000,Diesel,Bmw,Luxury
7857,Bmw Serie 3,34030,Touring M-sport Nav+led+livecockpit+pano+pp,Automatic,2020,74880,Diesel,Bmw,Luxury
7858,Bmw Serie 3,26982,D Touring Aut. M Sportpaket Navi Led Ahk 2hd,Automatic,2019,148776,Diesel,Bmw,Luxury
7859,Bmw Serie 3,52582,D Touring ///m Sport Pro Ahk Acc Shadow,Automatic,2023,22564,Diesel,Bmw,Luxury
7860,Bmw Serie 3,23676,320 D Xdrive Luxury Line*hud+finanzierung+garantie,Automatic,2019,123800,Diesel,Bmw,Luxury
7861,Bmw Serie 3,46677,D Touring Xdrive M Sport Hud+acc+kam+mem,Automatic,2024,25800,Diesel,Bmw,Luxury
7862,Bmw Serie 3,42473,D Xdr. Touring *acc*ahk*hud*adapt.led*standheizung,Automatic,2023,19500,Diesel,Bmw,Luxury
7863,Bmw Serie 3,31063,I*auto*vir*laser*display-key*navi*leder*kamer,Automatic,2021,123381,Petrol,Bmw,Luxury
7864,Bmw Serie 3,38939,320i Touring M Sportpaket Headup Acc Rfk Sound,Automatic,2023,26800,Petrol,Bmw,Luxury
7865,Bmw Serie 3,46412,320i Touring M Sportpaket Dab Led Pano.dach Shz,Automatic,2022,21511,Petrol,Bmw,Luxury
7866,Bmw Serie 3,32348,E Kamera Hifi Dab Alarm Individual Sport Led,Automatic,2021,27247,Hybrid,Bmw,Luxury
7867,Bmw Serie 3,21850,D Advantage Sitzheizung Pdc Led,Manual,2015,65520,Diesel,Bmw,Luxury
7868,Bmw Serie 3,37402,I M Sport Acc+entry+head-up+kamera+memory,Automatic,2023,36360,Petrol,Bmw,Luxury
7869,Bmw Serie 3,26760,"D Mil-hybrid, Xdrive Touring,navi,led,pdc",Automatic,2022,133715,Diesel,Bmw,Luxury
7870,Bmw Serie 3,44903,"D Xdrive M Sport Acc+entry+head-up+ahk+19""alu",Automatic,2023,29957,Diesel,Bmw,Luxury
7871,Bmw Serie 3,32454,E M Sport Kamera Hifi Dab Stop&go Alarm Led,Automatic,2021,69198,Hybrid,Bmw,Luxury
7872,Bmw Serie 3,37402,I M Sport Acc+entry+head-up+kamera+memory,Automatic,2023,32510,Petrol,Bmw,Luxury
7873,Bmw Serie 3,26826,"D Sport.line,led,hud,pano,360cam,pilot,amb,",Automatic,2019,125000,Diesel,Bmw,Luxury
7874,Bmw Serie 3,38539,320i Sport+ M Shadow Hud Esitze Standhz Leder,Automatic,2023,29000,Petrol,Bmw,Luxury
7875,Bmw Serie 3,32563,320d Aut. Sport Line Gsd Rfk Hud Standhzg Laser 1h,Automatic,2020,111000,Diesel,Bmw,Luxury
7876,Bmw Serie 3,21260,320d Efficient Dynamics Advantage Top Zustand,Manual,2018,68000,Diesel,Bmw,Luxury
7877,Bmw Serie 3,39413,I M Sport Laser Tot-winkel Acc Hifi Navi Shz,Automatic,2023,19500,Petrol,Bmw,Luxury
7878,Bmw Serie 3,35596,E Sport Line Laser Hifi Dab Pdc Komfort Alarm,Automatic,2022,11409,Hybrid,Bmw,Luxury
7879,Bmw Serie 3,35207,D Touring M Sport Ahk Headup Laserlicht Esitze Kam,Automatic,2020,72409,Diesel,Bmw,Luxury
7880,Bmw Serie 3,41907,I Tour M Sport Acc Qi Led Memory Rfk Hifi Kzu,Automatic,2024,25700,Petrol,Bmw,Luxury
7881,Bmw Serie 3,33752,D Sport Line Panorama Kamera Laser Hud Dab,Automatic,2021,88304,Diesel,Bmw,Luxury
7882,Bmw Serie 3,48431,I M Sport |harman | M50jahre|dtc |pdc,Automatic,2022,50,Petrol,Bmw,Luxury
7883,Bmw Serie 3,32533,D M-sport Lim. Virtual*kamera*h&k*ambiente,Automatic,2020,110000,Diesel,Bmw,Luxury
7884,Bmw Serie 3,22038,D Touring M Sport,Automatic,2016,144123,Diesel,Bmw,Luxury
7885,Bmw Serie 3,32033,D Touring Xdrive M Sport*pano* Leder-cognac*,Automatic,2019,79000,Diesel,Bmw,Luxury
7886,Bmw Serie 3,28863,D Xdrive-hifi-panodach-laserlicht,Automatic,2020,97450,Hybrid,Bmw,Luxury
7887,Bmw Serie 3,33149,"D Lim. Steptronic ""advantage""",Automatic,2021,20400,Diesel,Bmw,Luxury
7888,Bmw Serie 3,17735,D Advantage Tuv/ahk/navi/led/tmp/ History,Manual,2016,108000,Diesel,Bmw,Luxury
7889,Bmw Serie 3,27502,I Touring Advantage Dab Tempomat Klimaaut.,Automatic,2021,44872,Petrol,Bmw,Luxury
7890,Bmw Serie 3,26816,"D M-sport Laser Dab® W-lan 18"" Keylessgo Navi",Automatic,2020,135115,Diesel,Bmw,Luxury
7891,Bmw Serie 3,38297,I Aut.*driving Assistant*led*navi*widescreen*shz*,Automatic,2024,2000,Petrol,Bmw,Luxury
7892,Bmw Serie 3,28873,D G21 Sport Line Laser Pano Pano Headup 360°,Automatic,2020,118000,Diesel,Bmw,Luxury
7893,Bmw Serie 3,22826,Baureihe 3 Lim. 318 D Advantage*leder*kam*,Automatic,2020,107886,Diesel,Bmw,Luxury
7894,Bmw Serie 3,34065,I M Sport Acc+entry+head-up+kamera+memory+ahk,Automatic,2023,59863,Petrol,Bmw,Luxury
7895,Bmw Serie 3,34718,D Touring Navi/temp/wide/lane/,Automatic,2023,75000,Diesel,Bmw,Luxury
7896,Bmw Serie 3,38423,I+navi+led+shz+kollisionswarner+dab+pdcv+h,Automatic,2023,13990,Petrol,Bmw,Luxury
7897,Bmw Serie 3,24750,D Touring Aut. Advantage Business Paket+shz,Automatic,2020,111300,Diesel,Bmw,Luxury
7898,Bmw Serie 3,26693,I Lim. Sport Line Shadow *automatik*led* Navi,Automatic,2017,96872,Petrol,Bmw,Luxury
7899,Bentley Continental,192814,First Edition 100 Jahre Edition,Automatic,2019,101978,Petrol,Bentley,Ultra-Luxury/Exotic
7900,Bentley Continental,198114,W12 *mulliner*service Neu*,Automatic,2019,71700,Petrol,Bentley,Ultra-Luxury/Exotic
7901,Bentley Bentayga,136210,D*mulliner*7s*pano*hud*fond Tv*acc*naim,Automatic,2017,95000,Diesel,Bentley,Ultra-Luxury/Exotic
7902,Audi Q8,64218,50 Qu S Line Ahk/acc/hud/matrix,Automatic,2023,14150,Electric,Audi,Luxury
7903,Audi E-tron,59151,Quattro 350 Hud Ad Panorama Navi Leder Vc Memory S,Automatic,2021,74644,Electric,Audi,Luxury
7904,Audi E-tron,63081,Quattro Hud Luftfederung Ad Niveau Panorama Navi L,Automatic,2021,71686,Electric,Audi,Luxury
7905,Audi Q4,55317,45 Navi*matrix-led*kamera,Automatic,2024,2854,Electric,Audi,Luxury
7906,Audi Q4,53697,Sportback 45 Quattro Navi*led*pdc,Automatic,2024,4324,Electric,Audi,Luxury
7907,Audi Q4,48257,Sportback 45 Led Nav Ahk Shz,Automatic,2024,7551,Electric,Audi,Luxury
7908,Audi Q4,48389,50 E Tron Quattro Edition One S Line Head Up,Automatic,2021,25840,Electric,Audi,Luxury
7909,Audi Rsq8,104704,23 Keramik Pano Standh Hd-matrix Ahk,Automatic,2021,69450,Petrol,Audi,Luxury
7910,Audi Rsq8,173734,Matrix Leder Tour P Pano Hud Stadtp B&o 23z,Automatic,2024,10,Petrol,Audi,Luxury
7911,Audi Rsq8,184387,4.0 Tfsi Quattro *urban*800ps*akra*vossen*,Automatic,2019,35780,Petrol,Audi,Luxury
7912,Audi Sq8,94757,Sportback Quattro E-tron B&o*panorama*matrix,Automatic,2024,2977,Electric,Audi,Luxury
7913,Audi Sq8,109063,"4.0 Tfsi Quattro 22""pano*matrix*bang&olufsen",Automatic,2023,11900,Petrol,Audi,Luxury
7914,Audi Sq8,73082,"4.0|""rs""|hud|night|soft|3d|luft|massag|pano|",Automatic,2020,134000,Diesel,Audi,Luxury
7915,Audi E-tron,51123,S Black/22z/mtrx/acc/hud/pano/360/s-sitze,Automatic,2021,95425,Electric,Audi,Luxury
7916,Audi E-tron,27581,"50 Quattro, Kamera,navi,led,el.heck, 1hd",Automatic,2020,61463,Electric,Audi,Luxury
7917,Audi E-tron,36715,50 S Line/black/21z./matrix/acc/side/360°,Automatic,2021,35959,Electric,Audi,Luxury
7918,Audi E-tron,38168,Sportback 50 2x S Line/s-sitze/acc/pano,Automatic,2020,41974,Electric,Audi,Luxury
7919,Audi E-tron,31275,"50 Quattro, Kamera,navi,led,el.heck, 1hd",Automatic,2022,41411,Electric,Audi,Luxury
7920,Audi E-tron,38108,50 Q 2x S Line/black/21z./matrix/dab/b&o,Automatic,2022,64909,Electric,Audi,Luxury
7921,Audi E-tron,32845,50 Quattro Navi*pano*leder*shz*vc,Automatic,2021,32523,Electric,Audi,Luxury
7922,Audi E-tron,35121,50 Q S Line/matrix/acc/hud/pano/kam./b&o,Automatic,2020,65465,Electric,Audi,Luxury
7923,Audi E-tron,36812,50 2x S Line/all-black/21z./side/dab/kam.,Automatic,2021,46329,Electric,Audi,Luxury
7924,Audi E-tron,27528,"50 Quattro, Kamera,navi,led,el.heck, 1hd",Automatic,2021,88114,Electric,Audi,Luxury
7925,Audi Q8,77054,50 Tdi Q. S Line *ahk*h-up*22??*b&o*acc*luft,Automatic,2022,73500,Diesel,Audi,Luxury
7926,Audi Q8,81267,55 Quattro Advanced E-tron B&o*panorama*matri,Automatic,2024,11368,Electric,Audi,Luxury
7927,Audi Q8,72647,50 Advanced E-tron Navi*led*areaview,Automatic,2023,16556,Electric,Audi,Luxury
7928,Audi Q8,63953,"50 Tdi Q S Line Matrix Acc 21"" Air Pano Hud Avc...",Automatic,2020,86450,Diesel,Audi,Luxury
7929,Audi Q8,68082,50 Tdi Quattro Tiptronic *vc+*matrix*kamera*,Automatic,2021,49383,Diesel,Audi,Luxury
7930,Audi Q8,60363,50tdi Qua S-line Matrix Pano Hud Acc 23lm B&o,Automatic,2019,143600,Diesel,Audi,Luxury
7931,Audi Q8,69253,50 Tdi Quattro Pro Line Plus B&o Pano Soft 22,Automatic,2020,124900,Diesel,Audi,Luxury
7932,Audi Q8,112265,50 Tdi |quattro |s-line My24 New Facelift,Automatic,2024,10,Diesel,Audi,Luxury
7933,Audi Sq7,56203,Quattro/memory/massage/ahk/nachtsicht/voll,Automatic,2017,94000,Diesel,Audi,Luxury
7934,Audi Sq7,59253,"4.0 Tdi Ab 1,99%+pano+stndh+leder+ahk+matrix+bose",Automatic,2018,99000,Diesel,Audi,Luxury
7935,Audi Sq7,57223,4.0 Tdi Quattro Pano/hud/led/ahk/7.sitz/voll,Automatic,2018,93100,Diesel,Audi,Luxury
7936,Audi Sq7,127094,Tfsi | B&o | Hud | Pano | Laser | Facelift,Automatic,2024,25,Petrol,Audi,Luxury
7937,Audi Sq7,67182,Panorama+headup+optik Schwarz+7 Sitze+ahk,Automatic,2018,60250,Diesel,Audi,Luxury
7938,Audi Sq7,53818,4.0 Tdi Virtual Matrix Bose Raute Acc 360°,Automatic,2018,142865,Diesel,Audi,Luxury
7939,Audi A6,67574,Allroad 50 Tdi Tiptr. Qu. Kamera/navi+/led,Automatic,2023,52844,Diesel,Audi,Luxury
7940,Audi A6,50503,55 Tdi Quattro Tiptronic 120,Automatic,2020,97800,Diesel,Audi,Luxury
7941,Audi A6,47171,55 Tdi Leder Ahk Navi Shz Led Pdc Key,Automatic,2021,75730,Diesel,Audi,Luxury
7942,Audi Rsq3,34423,Rs Q3 2.5 Tfsi Quattro Bose Ahk Szh Kam Pano Eu6,Automatic,2016,100000,Petrol,Audi,Luxury
7943,Audi Rsq3,58101,Sportback 2.5 Tfsi Quattro*schale*pano*sono,Automatic,2021,56942,Petrol,Audi,Luxury
7944,Audi Rsq3,66972,Qu.s Tr. 360°k Matrix Sonos Navi,Automatic,2021,16560,Petrol,Audi,Luxury
7945,Audi Rs7,153594,Perform Upe 198´! Keramik-vmax 305-exclusive,Automatic,2023,9300,Petrol,Audi,Luxury
7946,Audi Sq5,36483,3.0 Tdi Quattro Abt *bang&olufsen/standhzng*,Automatic,2015,134990,Diesel,Audi,Luxury
7947,Audi Sq5,94177,Tdi Quattro Tiptronic,Automatic,2024,20,Diesel,Audi,Luxury
7948,Audi Sq5,82237,Tdi Q. Sportback*pano*sthzg*luftf.*hud*b&o,Automatic,2024,10000,Diesel,Audi,Luxury
7949,Audi Sq5,34453,3.0 Tfsi Quattro Tiptronic,Automatic,2017,115000,Petrol,Audi,Luxury
7950,Audi Sq5,45561,3.0 Tdi Quattro Pdc Memory 21'' Sound Led,Automatic,2019,81738,Diesel,Audi,Luxury
7951,Audi Sq5,103277,Tdi 251(341) Kw(ps) Tiptronic,Automatic,2024,1,Diesel,Audi,Luxury
7952,Audi Sq5,33972,3.0 Plus|acc|memory|kamera|pano.|carbon|b&o|,Automatic,2016,127000,Diesel,Audi,Luxury
7953,Audi Sq5,47863,3.0 Tdi Quattro Matrix-led Standheizung / Navi,Automatic,2020,93089,Diesel,Audi,Luxury
7954,Audi Sq5,40293,3.0 Tfsi Quattro Tiptronic Navi/acc/carbon/p,Automatic,2018,89000,Petrol,Audi,Luxury
7955,Audi Sq5,34963,3.0 Tdi Competition Quattro Leder Navi B&o,Automatic,2017,119800,Diesel,Audi,Luxury
7956,Audi S7,40923,4.0 Tfsi Navi/leder/temp/kamera/carbon/lane/b,Automatic,2015,94000,Petrol,Audi,Luxury
7957,Audi S7,43203,4.0 Tfsi Quattro Navi/leder/acc/carbon/kamera,Automatic,2016,88000,Petrol,Audi,Luxury
7958,Audi S7,52663,Quattro Panorama B&o Matrix-led Luft Navi Acc,Automatic,2019,132500,Diesel,Audi,Luxury
7959,Audi S7,57293,Sportback 3.0tdi Quattro*virtual*1.hand*ahk*,Automatic,2021,134000,Diesel,Audi,Luxury
7960,Audi Tt Rs,71646,S Tronic 280kmh/b&o/rs-abgas/virt,Automatic,2023,9294,Petrol,Audi,Luxury
7961,Audi Rs6,176914,Av. Perfo-sonderfarbe-keramik-305km/h-voll !,Automatic,2024,3900,Petrol,Audi,Luxury
7962,Audi Rs6,158894,Avant Keramik-v Max305-laser-unikat-upe 181´,Automatic,2022,19900,Petrol,Audi,Luxury
7963,Audi Rs6,158470,Rs 6 Avant Perfo. Keramik/v Max 305 Km-sofort !,Automatic,2024,150,Petrol,Audi,Luxury
7964,Audi Rs6,155714,Avant Perfo Upe 195'!!! Keramik/carbon/voll,Automatic,2023,9400,Petrol,Audi,Luxury
7965,Audi Rs6,137789,Avant Upe 195.700 ! Unikat-exclusive-keramik,Automatic,2020,29850,Petrol,Audi,Luxury
7966,Audi Rs6,183274,Perfo-sonderfarbe-keramik-305km/h-voll !!!,Automatic,2024,150,Petrol,Audi,Luxury
7967,Audi Rs6,132489,Avant Essential-v Max 305-keramik-pano-laser,Automatic,2021,57900,Petrol,Audi,Luxury
7968,Audi Rs6,164194,Avant Performance Keramik-305km/h-b+o Advan,Automatic,2024,4800,Petrol,Audi,Luxury
7969,Audi Rs6,126087,Avant 4.0 Tfsi Keramik-carbon-drc-rs Abgas,Automatic,2021,38900,Petrol,Audi,Luxury
7970,Audi Rs6,173522,Avant Quattro Tiptronic Performance,Automatic,2024,80,Petrol,Audi,Luxury
7971,Audi Rs5,50672,Coupe 2.9 Tfsi Quattro/pano/head-up/acc/appl,Automatic,2018,95000,Petrol,Audi,Luxury
7972,Audi Rs5,68990,Sportback Quat. Tfsi Tiptr. 280km/h Matrix,Automatic,2020,31100,Petrol,Audi,Luxury
7973,Audi Rs5,68701,Coupe Acc+b&o+keramik+rs-sportabgas,Automatic,2024,37299,Petrol,Audi,Luxury
7974,Audi Rs5,82691,Coupe 20 Pano Matrix B&o Rs-aga 5j.-garantie,Automatic,2023,14033,Petrol,Audi,Luxury
7975,Audi Rs5,84727,"Sportback Panorama/matrix/virtual/raute/20""",Automatic,2021,55000,Petrol,Audi,Luxury
7976,Audi Rs4,132182,Abt Rs 4-x 1 Of 60,Automatic,2024,7260,Petrol,Audi,Luxury
7977,Audi Rs4,104287,450 Ps Tiptronic | Pano | Sport-fahrw,Automatic,2024,3150,Petrol,Audi,Luxury
7978,Audi Rs4,83689,"Avant 2,9tfsi Quattro Rs-sportabgas-280km/h",Automatic,2023,13450,Petrol,Audi,Luxury
7979,Audi Rs4,111173,Avant Competition Plus Schalensitze Head-u,Automatic,2024,10,Petrol,Audi,Luxury
7980,Audi Rs3,43323,Sb 2.5 Oz*non Opf!!!*280km/h*2.hd*der Beste!,Automatic,2016,93253,Petrol,Audi,Luxury
7981,Audi Rs3,57999,Lim. Head-up Kamera B&o,Automatic,2022,38000,Petrol,Audi,Luxury
7982,Audi Rs3,71113,Rs 3 Limousine 400 Ps S Tronic 280 Km/h B&o Leder,Automatic,2024,1500,Petrol,Audi,Luxury
7983,Audi Rs3,49580,"Sportback Quattro,b&o,pano,steppung,1.hand!",Automatic,2019,64965,Petrol,Audi,Luxury
7984,Audi Rs3,40284,Limousine Tfsi 2.5 Quattro S Tronic Leder,Automatic,2019,74400,Petrol,Audi,Luxury
7985,Audi S5,37263,3.0tfsi Quattro Virt/acc/matrix/ahk/s-sitze,Automatic,2018,98000,Petrol,Audi,Luxury
7986,Audi R8,136210,"V10 5.2l 6 Gang Manuell ,4x Carbon. Raritat.",Manual,2015,27639,Petrol,Audi,Luxury
7987,Audi Q7,73954,50tdi Q 3x S-line Laser/7sitz/pano/s-sitz/vol,Automatic,2021,60800,Diesel,Audi,Luxury
7988,Audi Q7,45193,3.0tdi Quattro/sthz/pano/massage/ahk/led/bose,Automatic,2017,121272,Diesel,Audi,Luxury
7989,Audi Q7,62153,50 Tdi Quattro S Line Matrix Luft Kamera 7-sitzer,Automatic,2020,88049,Diesel,Audi,Luxury
7990,Audi Q7,70965,55 Tfsi Qu S Line Tip*air*hud*pano*led*virtua,Automatic,2022,49831,Petrol,Audi,Luxury
7991,Audi Q7,62193,Suv S Line 50 Tdi Quattro 210(286) Kw(ps) Tip,Automatic,2020,97814,Diesel,Audi,Luxury
7992,Audi Q7,73911,55 Tfsi E*qua*s-line*matrix*ahk*pano*360*b&o*,Automatic,2022,27317,Hybrid,Audi,Luxury
7993,Audi Q7,78258,"45 Tdi 7sitze,pano,leder,ahk,luft/air,hud",Automatic,2024,25249,Diesel,Audi,Luxury
7994,Audi S3,64307,"Limousine 2.0 Tfsi Quattro 19"" Carbon Navi+vc S...",Automatic,2024,4090,Petrol,Audi,Luxury
7995,Audi S3,55737,Carbon Leder Hud Memo Pano Matrix B&o,Automatic,2024,16429,Petrol,Audi,Luxury
7996,Audi S3,40218,Lim. 2.0tfsi Quattro*led*navi*vcp*assistenten,Automatic,2021,56000,Petrol,Audi,Luxury
7997,Audi S3,35312,2.0 Tfsi Quattro,Automatic,2020,94449,Petrol,Audi,Luxury
7998,Audi Tt,40182,40 Tfsi Led Dab Sportpaket,Automatic,2020,36105,Petrol,Audi,Luxury
7999,Audi Tt,32843,1.8 Tfsi Navi Xenon Shz S-tronic Virtual Cockpit,Automatic,2018,25978,Petrol,Audi,Luxury
8000,Audi S8,110134,4.0 Tfsi Keramik-pano-standhzg-upe 189.710!,Automatic,2020,26800,Petrol,Audi,Luxury
8001,Audi S8,74203,4.0 Tfsi Laser-kuhlbox-nachtsicht-upe 179.100,Automatic,2021,135400,Petrol,Audi,Luxury
8002,Volvo V60,49527,"B4 Plus Dark Pilot-assist, Keyless, Google,",Automatic,2023,1001,Diesel,Volvo,Premium
8003,Volkswagen T-roc,19181,1. Hand Pdc Shz S+w Alufelgen,Manual,2018,55000,Petrol,Volkswagen,Premium
8004,Renault Megane,13103,*erst 32tkm*bluetooth*shz*,Manual,2016,31813,Petrol,Renault,Unknown
8005,Renault Megane,12947,Iv Lim. 5-trg. Bose-edition,Manual,2017,82500,Petrol,Renault,Unknown
8006,Aston Martin Dbx,133559,1hd Dt. Fzg.8fach Bereift,Automatic,2022,17500,Petrol,Aston,Ultra-Luxury/Exotic
8007,Aston Martin Db11,111246,V8 Carbon*historie*perf-abgas*sitzklima,Automatic,2018,28000,Petrol,Aston,Ultra-Luxury/Exotic
8008,Aston Martin Vantage,147221,V12 S,Automatic,2017,14800,Petrol,Aston,Ultra-Luxury/Exotic
8009,Peugeot 5008,37297,Allure Pack Puretech 130,Manual,2023,3,Petrol,Peugeot,Mid-Range
8010,Peugeot 2008,16204,"""allure""-navi|kamera|tempo|automatik|leder",Automatic,2019,48700,Petrol,Peugeot,Mid-Range
8011,Peugeot 508,22216,Sw Allure Pack,Automatic,2022,91800,Diesel,Peugeot,Mid-Range
8012,Alfa Romeo Junior,36297,Ibrida- 1.2 100kw Matrix Pdc Kamera,Automatic,2024,5,Petrol,Alfa,Luxury
8013,Peugeot 308,12163,"Allure 2,0 Bluehdi Klima Shz Navi Lmf P-dach",Manual,2015,130000,Diesel,Peugeot,Mid-Range
8014,Peugeot 308,47056,Sw Gt Puretech 130 Eat8,Manual,2024,0,Petrol,Peugeot,Mid-Range
8015,Peugeot 308,47056,Sw Gt Puretech 130 Eat8,Automatic,2024,0,Petrol,Peugeot,Mid-Range
8016,Peugeot 208,10309,Allure,Manual,2016,99800,Petrol,Peugeot,Mid-Range
8017,Peugeot 208,19502,Gt-line Puretech 130 Eat8,Automatic,2020,46561,Petrol,Peugeot,Mid-Range
8018,Alfa Romeo Stelvio,47603,"Qv 2.9 Biturbo Q4 Esitze 20"" Acc Carbon",Automatic,2018,104584,Petrol,Alfa,Luxury
8019,Alfa Romeo Stelvio,24925,Super Q4 Pano Shz Kam Harman Kar,Automatic,2017,133600,Petrol,Alfa,Luxury
8020,Volkswagen Polo,21082,Comfortline 1.0 Tsi Dsg*nav*pdc*shz*klima,Automatic,2021,42366,Petrol,Volkswagen,Premium
8021,Alfa Romeo Stelvio,56697,Veloce Q4,Automatic,2023,9990,Petrol,Alfa,Luxury
8022,Alfa Romeo Stelvio,53917,Ti 2.0 Turbo 16v 280 At8 Assistenz-paket,Automatic,2023,9990,Petrol,Alfa,Luxury
8023,Alfa Romeo Mito,17525,Veloce,Automatic,2017,69700,Petrol,Alfa,Luxury
8024,Land Rover Range Rover Evoque,48459,D165 R-dynamic Se 20' Blackpa,Automatic,2023,12754,Diesel,Land,Premium
8025,Alfa Romeo Giulia,27751,2.2 Diesel At8 Q4 Veloce Rkam Acc Sound Pano,Automatic,2017,63560,Diesel,Alfa,Luxury
8026,Alfa Romeo Giulia,50917,Veloce Q4 Eu6d My23-veloce 2.0 Turbo 16v 206kw (28,Automatic,2023,6740,Petrol,Alfa,Luxury
8027,Alfa Romeo Giulia,48947,2.0 Turbo Competizione Allrad Matrix Led Navi Lede,Automatic,2023,7917,Petrol,Alfa,Luxury
8028,Land Rover Discovery,105175,D350 35 Anniversary Edition Ahk 22'lm,Automatic,2024,250,Diesel,Land,Premium
8029,Alfa Romeo Giulietta,14601,1.4 Turbo Sport,Manual,2018,81000,Petrol,Alfa,Luxury
8030,Dacia Duster,27197,"Ii 1,3 Tce 150 Edc Journey",Automatic,2024,11879,Petrol,Dacia,Low-Range
8031,Bmw X3,47365,Xdrive20d A M Sport Innovation+businesspaket,Automatic,2021,38800,Diesel,Bmw,Luxury
8032,Bmw X3,39003,Xdrive30d M Sport Navi Leder Bluetooth Pdc Mp,Automatic,2021,88950,Diesel,Bmw,Luxury
8033,Bmw X3,42396,Xdrive30i Aut. M Sport+pano+led+komf.zugang++,Automatic,2021,60600,Petrol,Bmw,Luxury
8034,Bmw X1,26232,Sdrive18d Advantage,Manual,2020,48000,Diesel,Bmw,Luxury
8035,Bmw X1,20057,Sdrive 18d Advantage Aut./led/navi/2.hand/pdc,Automatic,2017,143890,Diesel,Bmw,Luxury
